node	node_name	node_type
CHEMBL550936	CHEMBL550936	Compound
89970	RSPRY1	Gene
CHEMBL230011	CHEMBL230011	Compound
51079	NDUFA13	Gene
CHEMBL1742993	CHEMBL1742993	Compound
9892	SNAP91	Gene
DOID:0060573	von Willebrand's disease 1	Disease
DOID:0110573	autosomal dominant nonsyndromic deafness 4A	Disease
GO:2000510	positive regulation of dendritic cell chemotaxis	BiologicalProcess
6571	SLC18A2	Gene
283849	EXOC3L1	Gene
79734	KCTD17	Gene
CHEMBL1200425	CHEMBL1200425	Compound
79632	FAM184A	Gene
5532	PPP3CB	Gene
CHEMBL3544967	CHEMBL3544967	Compound
9079	LDB2	Gene
DB04871	Lorcaserin	Compound
DOID:1897	sigmoid disease	Disease
C0040259	Tinea pedis	SideEffect
DOID:0070008	Seckel syndrome 10	Disease
DOID:0111118	nephronophthisis 11	Disease
27301	APEX2	Gene
150696	PROM2	Gene
DOID:9958	hemometra	Disease
GO:0070201	regulation of establishment of protein localization	BiologicalProcess
23217	ZFR2	Gene
Q56UN5	M3K19_HUMAN	Protein
28970	C11orf54	Gene
Q00535	CDK5_HUMAN	Protein
10286	BCAS2	Gene
DOID:5146	appendix leiomyoma	Disease
CHEBI:59727	vasopressin receptor agonist	PharmacologicClass
55823	VPS11	Gene
6547	SLC8A3	Gene
CHEBI:22153	acaricide	PharmacologicClass
DOID:9749	internal hemorrhoid	Disease
2350	FOLR2	Gene
GO:0031983	vesicle lumen	CellularComponent
C0022667	Renal papillary necrosis	SideEffect
DOID:0110675	congenital myasthenic syndrome 11	Disease
534	ATP6V1G2	Gene
DOID:14067	Plasmodium falciparum malaria	Disease
DB00375	Colestipol	Compound
64599	GIGYF1	Gene
Q8N6T7	SIR6_HUMAN	Protein
11277	TREX1	Gene
C0032914	Pre-eclampsia	SideEffect
C0010481	Cushing's syndrome	SideEffect
1482	NKX2-5	Gene
340980	OR52B6	Gene
DB00408	Loxapine	Compound
92344	GORAB	Gene
83596	BCL2L12	Gene
DOID:10331	kaolin pneumoconiosis	Disease
6169	RPL38	Gene
DOID:11997	spermatocele	Disease
282808	RAB40AL	Gene
DOID:7005	gemistocytic astrocytoma	Disease
4684	NCAM1	Gene
CHEMBL2107067	CHEMBL2107067	Compound
8673	VAMP8	Gene
196441	ZFC3H1	Gene
81577	GFOD2	Gene
56063	TMEM234	Gene
DOID:11557	acute serous otitis media	Disease
946	SIGLEC6	Gene
9205	ZMYM5	Gene
5454	POU3F2	Gene
400735	PRAMEF4	Gene
CHEMBL3545172	CHEMBL3545172	Compound
574537	UGT2A2	Gene
DOID:0050801	androgenic alopecia	Disease
GO:0010922	positive regulation of phosphatase activity	BiologicalProcess
220988	HNRNPA3	Gene
DOID:2744	pyelitis	Disease
GO:0036464	cytoplasmic ribonucleoprotein granule	CellularComponent
27287	VENTX	Gene
51073	MRPL4	Gene
UBERON:0002205	manubrium of sternum	Anatomy
P12259	FA5_HUMAN	Protein
DOID:417	autoimmune hypersensitivity disease	Disease
387597	ILDR2	Gene
GO:0006906	vesicle fusion	BiologicalProcess
DOID:4947	cholangiocarcinoma	Disease
57117	INTS12	Gene
8968	HIST1H3F	Gene
DB00419	Miglustat	Compound
CHEMBL501867	CHEMBL501867	Compound
60680	CELF5	Gene
CHEMBL2107085	CHEMBL2107085	Compound
865	CBFB	Gene
23386	NUDCD3	Gene
2710	GK	Gene
5885	RAD21	Gene
DB01398	Salicylate-sodium	Compound
5270	SERPINE2	Gene
257364	SNX33	Gene
25809	TTLL1	Gene
83541	FAM110A	Gene
79894	ZNF672	Gene
55749	CCAR1	Gene
7150	TOP1	Gene
132625	ZFP42	Gene
6522	SLC4A2	Gene
3975	LHX1	Gene
57412	AS3MT	Gene
283953	TMEM114	Gene
DOID:0110166	Charcot-Marie-Tooth disease axonal type 2H	Disease
DOID:13593	eclampsia	Disease
DOID:469	deep angioma	Disease
503614	DEFB107B	Gene
140732	SUN5	Gene
286436	H2BFM	Gene
11059	WWP1	Gene
DOID:0050629	Aicardi-Goutieres syndrome	Disease
CHEMBL1201301	CHEMBL1201301	Compound
UBERON:0004769	diaphysis	Anatomy
CHEMBL2108311	CHEMBL2108311	Compound
1825	DSC3	Gene
C0026961	Mydriasis	SideEffect
80176	SPSB1	Gene
915	CD3D	Gene
GO:0071396	cellular response to lipid	BiologicalProcess
CHEMBL37390	CHEMBL37390	Compound
CHEMBL3545218	CHEMBL3545218	Compound
10691	GMEB1	Gene
N0000011248	Amino Acids, Aromatic	PharmacologicClass
5281	PIGF	Gene
CHEMBL3545398	CHEMBL3545398	Compound
GO:0010226	response to lithium ion	BiologicalProcess
84342	COG8	Gene
DOID:0050470	Donohue syndrome	Disease
4880	NPPC	Gene
5803	PTPRZ1	Gene
6621	SNAPC4	Gene
56113	PCDHGA2	Gene
83445	GSG1	Gene
25820	ARIH1	Gene
Q15118	PDK1_HUMAN	Protein
N0000182139	Cytochrome P450 2B6 Inhibitors	PharmacologicClass
7102	TSPAN7	Gene
CHEMBL1324714	CHEMBL1324714	Compound
6905	TBCE	Gene
CHEMBL3126842	CHEMBL3126842	Compound
DB00868	Benzonatate	Compound
51411	BIN2	Gene
CHEMBL2103876	CHEMBL2103876	Compound
168507	PKD1L1	Gene
CHEMBL1200648	CHEMBL1200648	Compound
55282	LRRC36	Gene
8581	LY6D	Gene
DB01401	Choline magnesium trisalicylate	Compound
153769	SH3RF2	Gene
85414	SLC45A3	Gene
147837	ZNF563	Gene
92799	SHKBP1	Gene
CHEMBL2041933	CHEMBL2041933	Compound
C0151526	Premature delivery	SideEffect
P40238	TPOR_HUMAN	Protein
22930	RAB3GAP1	Gene
DOID:10843	Western equine encephalitis	Disease
DB01184	Domperidone	Compound
DB01236	Sevoflurane	Compound
11057	ABHD2	Gene
D001724	Birth Weight	Symptom
DOID:0060329	ectopic pregnancy	Disease
84708	LNX1	Gene
DOID:14422	dipetalonemiasis	Disease
CHEMBL43128	CHEMBL43128	Compound
5997	RGS2	Gene
GO:0030017	sarcomere	CellularComponent
5524	PTPA	Gene
23604	DAPK2	Gene
DOID:0060488	Pitt-Hopkins syndrome	Disease
80763	SPX	Gene
6606	SMN1	Gene
2846	LPAR4	Gene
CHEMBL1276416	CHEMBL1276416	Compound
DOID:12577	urethral obstruction	Disease
C0005681	Blackwater fever	SideEffect
Q8IXJ6	SIR2_HUMAN	Protein
DOID:12637	perineocele	Disease
GO:0022613	ribonucleoprotein complex biogenesis	BiologicalProcess
CHEMBL38700	CHEMBL38700	Compound
DB01231	Diphenidol	Compound
Q04771	ACVR1_HUMAN	Protein
DOID:2282	hidradenitis	Disease
DB06755	Beta carotene	Compound
219995	MS4A15	Gene
C0019270	Hernia	SideEffect
132158	GLYCTK	Gene
DOID:0060146	phonagnosia	Disease
139599	MAGEE2	Gene
10500	SEMA6C	Gene
DOID:0050824	sinoatrial node disease	Disease
C0000735	Abdominal neoplasm	SideEffect
89870	TRIM15	Gene
GO:0042060	wound healing	BiologicalProcess
80351	TNKS2	Gene
DOID:7764	subglottis carcinoma	Disease
146057	TTBK2	Gene
30815	ST6GALNAC6	Gene
DOID:701	dentin dysplasia	Disease
150763	GPAT2	Gene
C0151825	Bone pain	SideEffect
9103	FCGR2C	Gene
DB09072	Sodium oxybate	Compound
579	NKX3-2	Gene
DOID:646	viral encephalitis	Disease
DOID:4969	Gerstmann syndrome	Disease
CHEMBL1257015	CHEMBL1257015	Compound
284018	C17orf58	Gene
23541	SEC14L2	Gene
3351	HTR1B	Gene
9658	ZNF516	Gene
GO:0031012	extracellular matrix	CellularComponent
Q05BQ5	MBTD1_HUMAN	Protein
84872	ZC3H10	Gene
5500	PPP1CB	Gene
C0438215	Laboratory test abnormal	SideEffect
6917	TCEA1	Gene
83890	SPATA9	Gene
DOID:13788	equatorial staphyloma	Disease
158038	LINGO2	Gene
374920	ZSWIM9	Gene
4240	MFGE8	Gene
2302	FOXJ1	Gene
10618	TGOLN2	Gene
57593	EBF4	Gene
7319	UBE2A	Gene
5754	PTK7	Gene
51110	LACTB2	Gene
DOID:3078	grade III astrocytoma	Disease
2022	ENG	Gene
DB00636	Clofibrate	Compound
124152	IQCK	Gene
D003283	Contraceptives, Postcoital, Synthetic	PharmacologicClass
442213	PTCHD4	Gene
338339	CLEC4D	Gene
390	RND3	Gene
26493	OR8B8	Gene
C0151934	Hypogeusia	SideEffect
DOID:0060077	progesterone-receptor positive breast cancer	Disease
CHEMBL3545427	CHEMBL3545427	Compound
DB01219	Dantrolene	Compound
C0026948	Mycosis fungoides	SideEffect
11070	TMEM115	Gene
DOID:12522	bagassosis	Disease
84187	TMEM164	Gene
CHEMBL2109168	CHEMBL2109168	Compound
C0034880	Hyperacusis	SideEffect
127534	GJB4	Gene
25886	POC1A	Gene
9768	PCLAF	Gene
10603	SH2B2	Gene
DOID:3952	adrenal cortex disease	Disease
DOID:8466	retinal degeneration	Disease
8771	TNFRSF6B	Gene
54344	DPM3	Gene
DOID:2456	blepharoconjunctivitis	Disease
51747	LUC7L3	Gene
DOID:10697	chronic endophthalmitis	Disease
26508	HEYL	Gene
256472	TMEM151A	Gene
5494	PPM1A	Gene
DB00900	Didanosine	Compound
N0000008556	Decreased Coagulation Factor Activity	PharmacologicClass
DOID:14026	folic acid deficiency anemia	Disease
8367	HIST1H4E	Gene
283171	C11orf44	Gene
DOID:2860	hemoglobinopathy	Disease
8427	ZNF282	Gene
GO:2001233	regulation of apoptotic signaling pathway	BiologicalProcess
C0856095	Vomiting aggravated	SideEffect
378950	RBMY1E	Gene
C2745924	Platelet aggregation increased	SideEffect
DOID:205	hyperostosis	Disease
10154	PLXNC1	Gene
26024	PTCD1	Gene
51555	PEX5L	Gene
114294	LACTB	Gene
81553	FAM49A	Gene
CHEMBL3544945	CHEMBL3544945	Compound
GO:0045087	innate immune response	BiologicalProcess
DOID:1114	esophagus sarcoma	Disease
5423	POLB	Gene
CHEMBL3545171	CHEMBL3545171	Compound
DB01280	Nelarabine	Compound
DOID:0110094	short-rib thoracic dysplasia 8 with or without polydactyly	Disease
57563	KLHL8	Gene
9123	SLC16A3	Gene
80723	SLC35G2	Gene
GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	BiologicalProcess
5244	ABCB4	Gene
DOID:0040093	drug-induced lupus erythematosus	Disease
CHEMBL2146146	CHEMBL2146146	Compound
11025	LILRB3	Gene
3361	HTR5A	Gene
DB00146	Calcidiol	Compound
DOID:4022	ureterocele	Disease
112714	TUBA3E	Gene
D058905	Purinergic Agents	PharmacologicClass
DOID:12798	mucopolysaccharidosis	Disease
CHEMBL2105666	CHEMBL2105666	Compound
140460	ASB7	Gene
D004234	Diuretics, Osmotic	PharmacologicClass
55636	CHD7	Gene
DOID:0060468	Holt-Oram syndrome	Disease
84164	ASCC2	Gene
26002	MOXD1	Gene
GO:0050768	negative regulation of neurogenesis	BiologicalProcess
171017	ZNF384	Gene
C0856108	Hypercholesterolemia aggravated	SideEffect
2272	FHIT	Gene
C0332563	Papule	SideEffect
N0000175524	Neuraminidase Inhibitor	PharmacologicClass
UBERON:0000959	optic chiasma	Anatomy
55279	ZNF654	Gene
CHEMBL1201567	CHEMBL1201567	Compound
DOID:10969	hemiplegia	Disease
1006	CDH8	Gene
29916	SNX11	Gene
390059	OR51M1	Gene
3050	HBZ	Gene
27340	UTP20	Gene
1539	CYLC2	Gene
P00750	TPA_HUMAN	Protein
CHEMBL251230	CHEMBL251230	Compound
118738	ZNF488	Gene
DOID:4385	papillary squamous carcinoma	Disease
50489	CD207	Gene
359	AQP2	Gene
DOID:1752	ocular melanoma	Disease
CHEMBL266481	CHEMBL266481	Compound
93973	ACTR8	Gene
DOID:12972	intrapelvic lymph node leukemic reticuloendotheliosis	Disease
D055955	Susac Syndrome	Symptom
N0000175715	Vitamin B Complex Compounds	PharmacologicClass
Q00526	CDK3_HUMAN	Protein
CHEMBL1743042	CHEMBL1743042	Compound
10549	PRDX4	Gene
DB06691	Mepyramine	Compound
83752	LONP2	Gene
1069	CETN2	Gene
60492	CCDC90B	Gene
22827	PUF60	Gene
D062026	Alice in Wonderland Syndrome	Symptom
81704	DOCK8	Gene
DOID:4976	elephantiasis	Disease
DOID:0110679	congenital myasthenic syndrome 4C	Disease
N0000185500	Guanylate Cyclase-C Agonist	PharmacologicClass
CHEMBL2347655	CHEMBL2347655	Compound
10142	AKAP9	Gene
CHEMBL2103853	CHEMBL2103853	Compound
92399	MRRF	Gene
DOID:6576	childhood optic nerve glioma	Disease
DOID:13413	hepatic encephalopathy	Disease
D014474	Unconsciousness	Symptom
GO:0098771	inorganic ion homeostasis	BiologicalProcess
C0270327	Nocturnal enuresis	SideEffect
CHEMBL3545181	CHEMBL3545181	Compound
P23219	PGH1_HUMAN	Protein
CHEMBL311300	CHEMBL311300	Compound
UBERON:0002037	cerebellum	Anatomy
9641	IKBKE	Gene
81631	MAP1LC3B	Gene
DOID:1776	labyrinthine unilateral reactive loss	Disease
6532	SLC6A4	Gene
7388	UQCRH	Gene
59084	ENPP5	Gene
N0000000070	Angiotensin 2 Receptor Antagonists	PharmacologicClass
C0020564	Hypertrophy	SideEffect
DOID:5766	pulmonary sclerosing hemangioma	Disease
79173	C19orf57	Gene
CHEMBL3707358	CHEMBL3707358	Compound
N0000175864	Contrast Agent for Ultrasound Imaging	PharmacologicClass
7072	TIA1	Gene
129450	TYW5	Gene
N0000182638	HCV NS3/4A Protease Inhibitors	PharmacologicClass
D006261	Headache	Symptom
1398	CRK	Gene
283899	INO80E	Gene
9472	AKAP6	Gene
CHEBI:48873	cholinergic antagonist	PharmacologicClass
Q9H244	P2Y12_HUMAN	Protein
DB01192	Oxymorphone	Compound
664	BNIP3	Gene
10127	ZNF263	Gene
DOID:5572	Beckwith-Wiedemann syndrome	Disease
DOID:6691	Aagenaes syndrome	Disease
CHEMBL535396	CHEMBL535396	Compound
P01584	IL1B_HUMAN	Protein
D001044	Aphonia	Symptom
9869	SETDB1	Gene
CHEMBL2092816	CHEMBL2092816	Compound
157773	C8orf48	Gene
CHEMBL52333	CHEMBL52333	Compound
DB00116	Tetrahydrofolic acid	Compound
91074	ANKRD30A	Gene
168455	CCDC71L	Gene
8672	EIF4G3	Gene
DOID:0110532	autosomal recessive nonsyndromic deafness 86	Disease
CHEMBL2104970	CHEMBL2104970	Compound
23473	CAPN7	Gene
DB01175	Escitalopram	Compound
1870	E2F2	Gene
C0017152	Gastritis	SideEffect
UBERON:0001866	sebum	Anatomy
CHEMBL1922094	CHEMBL1922094	Compound
DOID:3401	inappropriate ADH syndrome	Disease
CHEMBL1200876	CHEMBL1200876	Compound
1448	CSN3	Gene
1503	CTPS1	Gene
DB01638	Sorbitol	Compound
DOID:0110546	autosomal dominant nonsyndromic deafness 15	Disease
130888	FBXO36	Gene
DOID:10151	malignant neoplasm of short bones of lower limb	Disease
C0853348	Arthropod bite	SideEffect
5347	PLK1	Gene
CHEMBL1499	CHEMBL1499	Compound
DOID:0050529	adult spinal muscular atrophy	Disease
6051	RNPEP	Gene
DB01275	Hydralazine	Compound
DOID:2218	blood platelet disease	Disease
N0000175597	Phosphate Binder	PharmacologicClass
DOID:14268	sclerosing cholangitis	Disease
DB00518	Albendazole	Compound
C0221727	Oesophageal pain	SideEffect
DOID:5958	bladder urachal carcinoma	Disease
DOID:10602	steatorrhea	Disease
PC7_7268	SHC1 events in ERBB4 signaling	Pathway
DOID:5844	myocardial infarction	Disease
DOID:4156	primary syphilis	Disease
C0152267	Hodgkin's disease lymphocyte depletion type stage unspecified	SideEffect
DOID:2566	corneal dystrophy	Disease
CHEMBL58143	CHEMBL58143	Compound
DOID:176	cardiovascular cancer	Disease
CHEMBL1201618	CHEMBL1201618	Compound
DB11134	Cupric oxide	Compound
353189	SLCO4C1	Gene
8788	DLK1	Gene
D004489	Edema, Cardiac	Symptom
C0263978	Soft tissue disorder	SideEffect
55330	BLOC1S4	Gene
56941	HMCES	Gene
Q7Z2H8	S36A1_HUMAN	Protein
UBERON:0002414	lumbar vertebra	Anatomy
DOID:3355	fibrosarcoma	Disease
5654	HTRA1	Gene
DOID:1826	epilepsy	Disease
116362	RBP7	Gene
164714	TTLL8	Gene
DOID:261	transverse colon cancer	Disease
4691	NCL	Gene
CHEMBL2048409	CHEMBL2048409	Compound
CHEMBL103667	CHEMBL103667	Compound
DB00572	Atropine	Compound
CHEMBL3545070	CHEMBL3545070	Compound
1847	DUSP5	Gene
80762	NDFIP1	Gene
DB00970	Dactinomycin	Compound
50852	TRAT1	Gene
D065098	Catechol O-Methyltransferase Inhibitors	PharmacologicClass
90459	ERI1	Gene
4627	MYH9	Gene
51001	MTERF3	Gene
339512	CCDC190	Gene
C0919924	Pulmonary toxicity	SideEffect
1310	COL19A1	Gene
DB01225	Enoxaparin	Compound
4353	MPO	Gene
D000648	Amnesia, Retrograde	Symptom
10808	HSPH1	Gene
DOID:0110371	retinitis pigmentosa 56	Disease
26063	DECR2	Gene
N0000175848	Tubulin Inhibiting Agent	PharmacologicClass
D010591	Phantom Limb	Symptom
DOID:14252	dystrophies primarily involving the retinal pigment epithelium	Disease
10363	HMG20A	Gene
26227	PHGDH	Gene
65095	KRI1	Gene
390259	BSX	Gene
DOID:11615	penile cancer	Disease
154064	RAET1L	Gene
55758	RCOR3	Gene
C0038220	Status epilepticus	SideEffect
D007302	Insect Repellents	PharmacologicClass
P78348	ASIC1_HUMAN	Protein
DOID:12986	leukostasis	Disease
DOID:0070007	Seckel syndrome 1	Disease
84302	TMEM246	Gene
5991	RFX3	Gene
81569	ACTL8	Gene
DOID:0111112	nephronophthisis 1	Disease
6305	SBF1	Gene
DOID:0050486	exanthem	Disease
DOID:13137	Werdnig-Hoffmann disease	Disease
CHEMBL1466172	CHEMBL1466172	Compound
DB00712	Flurbiprofen	Compound
C0007855	Cervical polyp	SideEffect
UBERON:0001235	adrenal cortex	Anatomy
10558	SPTLC1	Gene
2636	GBX1	Gene
6442	SGCA	Gene
4081	MAB21L1	Gene
5688	PSMA7	Gene
155061	ZNF746	Gene
DOID:4674	androgen insensitivity syndrome	Disease
8464	SUPT3H	Gene
CHEMBL1237122	CHEMBL1237122	Compound
DB01017	Minocycline	Compound
DOID:13382	megaloblastic anemia	Disease
3108	HLA-DMA	Gene
10953	TOMM34	Gene
UBERON:0003822	forelimb stylopod	Anatomy
56907	SPIRE1	Gene
654254	ZNF732	Gene
DOID:0090105	autosomal recessive hypercholesterolemia	Disease
8092	ALX1	Gene
7148	TNXB	Gene
11156	PTP4A3	Gene
81539	SLC38A1	Gene
84651	SPINK7	Gene
8988	HSPB3	Gene
D000977	Antiparasitic Agents	PharmacologicClass
6716	SRD5A2	Gene
DOID:5090	sternum cancer	Disease
55713	ZNF334	Gene
51373	MRPS17	Gene
23761	PISD	Gene
DOID:0060772	dextro-looped transposition of the great arteries 3	Disease
D060050	Angina, Stable	Symptom
CHEMBL116590	CHEMBL116590	Compound
50865	HEBP1	Gene
5906	RAP1A	Gene
DOID:0080163	otulipenia	Disease
DOID:1682	congenital heart disease	Disease
93166	PRDM6	Gene
51031	GLOD4	Gene
346288	SEPT14	Gene
DOID:0110398	retinitis pigmentosa 51	Disease
DB00270	Isradipine	Compound
D020845	Selective Estrogen Receptor Modulators	PharmacologicClass
54433	GAR1	Gene
54555	DDX49	Gene
DOID:0050250	philophthalmiasis	Disease
1409	CRYAA	Gene
DOID:4986	nonparalytic poliomyelitis	Disease
DOID:5238	benign perivascular tumor	Disease
CHEMBL3545376	CHEMBL3545376	Compound
GO:0046425	regulation of receptor signaling pathway via JAK-STAT	BiologicalProcess
7015	TERT	Gene
57448	BIRC6	Gene
2328	FMO3	Gene
9986	RCE1	Gene
DOID:0050254	acanthocephaliasis	Disease
390063	OR51I1	Gene
1441	CSF3R	Gene
C0151664	Gastrointestinal perforation	SideEffect
CHEMBL1201629	CHEMBL1201629	Compound
DOID:1754	mitral valve stenosis	Disease
DOID:6721	Littre gland carcinoma	Disease
DOID:0110256	cataract 21 multiple types	Disease
DOID:0080329	cold-induced sweating syndrome 1	Disease
DOID:0050831	familial encephalopathy with neuroserpin inclusion bodies	Disease
DB00864	Tacrolimus	Compound
CHEMBL1201532	CHEMBL1201532	Compound
D001049	Apnea	Symptom
1610	DAO	Gene
DB09055	Acipimox	Compound
57553	MICAL3	Gene
DOID:0110024	age related macular degeneration 12	Disease
DOID:2327	viral gastritis	Disease
DOID:3437	laryngitis	Disease
CHEMBL1083390	CHEMBL1083390	Compound
10890	RAB10	Gene
DOID:0060141	finger agnosia	Disease
84690	SPATA22	Gene
4214	MAP3K1	Gene
DOID:0070094	oculocutaneous albinism type IA	Disease
GO:0051146	striated muscle cell differentiation	BiologicalProcess
DOID:0110320	hypertrophic cardiomyopathy 14	Disease
CHEMBL2146121	CHEMBL2146121	Compound
C0151514	Skin atrophy	SideEffect
219858	OR8B12	Gene
DOID:845	cyclothymic disorder	Disease
245936	DEFB123	Gene
80021	TMEM62	Gene
CHEMBL1743023	CHEMBL1743023	Compound
CHEMBL3137343	CHEMBL3137343	Compound
DOID:0110404	retinitis pigmentosa 17	Disease
DOID:0060381	orofaciodigital syndrome XI	Disease
P01375	TNFA_HUMAN	Protein
25884	CHRDL2	Gene
64062	RBM26	Gene
93183	PIGM	Gene
CHEMBL3301611	CHEMBL3301611	Compound
DB00981	Physostigmine	Compound
DOID:14418	dracunculiasis	Disease
C0040411	Tongue neoplasm	SideEffect
160365	CLECL1	Gene
29081	METTL5	Gene
DOID:7643	acantholytic squamous cell skin carcinoma	Disease
9556	ATP5MPL	Gene
CHEMBL2108209	CHEMBL2108209	Compound
GO:0032652	regulation of interleukin-1 production	BiologicalProcess
51573	GDE1	Gene
DOID:10518	beach ear	Disease
CHEMBL3989920	CHEMBL3989920	Compound
157310	PEBP4	Gene
CHEMBL1003	CHEMBL1003	Compound
5601	MAPK9	Gene
CHEMBL1743052	CHEMBL1743052	Compound
445329	SULT1A4	Gene
DB11090	Potassium nitrate	Compound
1191	CLU	Gene
DB01202	Levetiracetam	Compound
28986	MAGEH1	Gene
C1961112	Decompensation cardiac	SideEffect
DOID:2907	Goldenhar syndrome	Disease
CHEMBL2109303	CHEMBL2109303	Compound
C0033771	Prurigo	SideEffect
Q13554	KCC2B_HUMAN	Protein
63943	FKBPL	Gene
D009466	Neuromuscular Blocking Agents	PharmacologicClass
N0000175421	Dihydropyridine Calcium Channel Blocker	PharmacologicClass
DOID:9931	Waterhouse-Friderichsen syndrome	Disease
DOID:0111039	hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase	Disease
DOID:0060326	myelomeningocele	Disease
DB01613	Erythrityl Tetranitrate	Compound
DOID:12298	intrahepatic gall duct cancer	Disease
N0000020081	Increased Calcium-sensing Receptor Sensitivity	PharmacologicClass
UBERON:0004135	distal tubule	Anatomy
DB00780	Phenelzine	Compound
CHEMBL1179	CHEMBL1179	Compound
8290	HIST3H3	Gene
DOID:0060254	Robinow syndrome	Disease
11037	STON1	Gene
Q9Y694	S22A7_HUMAN	Protein
DOID:0110065	amelogenesis imperfecta type 1F	Disease
90441	ZNF622	Gene
CHEMBL3989695	CHEMBL3989695	Compound
C1688637	Intraoperative floppy iris syndrome	SideEffect
CHEMBL1714574	CHEMBL1714574	Compound
112464	CAVIN3	Gene
DOID:1260	parametritis	Disease
DOID:12809	chronic lacrimal gland enlargement	Disease
D020323	Tics	Symptom
246213	SLC17A8	Gene
DOID:10927	gastrojejunal ulcer	Disease
DOID:2122	pneumonic tularemia	Disease
GO:0006873	cellular ion homeostasis	BiologicalProcess
DOID:3262	phagocyte bactericidal dysfunction	Disease
DB00251	Terconazole	Compound
4738	NEDD8	Gene
8536	CAMK1	Gene
C0002871	Anaemia	SideEffect
23636	NUP62	Gene
GO:0006913	nucleocytoplasmic transport	BiologicalProcess
C0343387	Neutropenic enterocolitis	SideEffect
DOID:0050453	lissencephaly	Disease
CHEMBL3621988	CHEMBL3621988	Compound
6230	RPS25	Gene
N0000011311	Monobactams	PharmacologicClass
P04062	GLCM_HUMAN	Protein
81442	OR6N2	Gene
D055964	Alien Hand Syndrome	Symptom
27131	SNX5	Gene
7874	USP7	Gene
GO:0005131	growth hormone receptor binding	MolecularFunction
D006209	Halitosis	Symptom
GO:0014706	striated muscle tissue development	BiologicalProcess
DOID:0060762	lethal restrictive dermopathy	Disease
310	ANXA7	Gene
CHEMBL1093059	CHEMBL1093059	Compound
C1443060	Feeling abnormal	SideEffect
N0000007710	Prostaglandins E, Synthetic	PharmacologicClass
9052	GPRC5A	Gene
CHEMBL2017179	CHEMBL2017179	Compound
284532	OR14A16	Gene
84881	RPUSD4	Gene
29970	SCHIP1	Gene
DOID:1970	fallopian tube carcinosarcoma	Disease
C0085610	Sinus bradycardia	SideEffect
8674	VAMP4	Gene
266553	OFCC1	Gene
DOID:0090110	immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	Disease
DB09236	Lacidipine	Compound
DOID:10778	fiedler's myocarditis	Disease
1807	DPYS	Gene
80013	MINDY3	Gene
DB00760	Meropenem	Compound
10882	C1QL1	Gene
84230	LRRC8C	Gene
C0005684	Bladder cancer	SideEffect
2999	GZMH	Gene
P08473	NEP_HUMAN	Protein
CHEBI:48278	serotonergic drug	PharmacologicClass
9024	BRSK2	Gene
3556	IL1RAP	Gene
DOID:0110754	type 1 diabetes mellitus 17	Disease
996	CDC27	Gene
9921	RNF10	Gene
CHEMBL2107829	CHEMBL2107829	Compound
5936	RBM4	Gene
CHEMBL1201081	CHEMBL1201081	Compound
57568	SIPA1L2	Gene
CHEMBL3137308	CHEMBL3137308	Compound
C0042420	Syncope vasovagal	SideEffect
54619	CCNJ	Gene
152519	NIPAL1	Gene
132946	ARL9	Gene
CHEMBL1089221	CHEMBL1089221	Compound
C0877211	General physical health deterioration	SideEffect
UBERON:0001896	medulla oblongata	Anatomy
DOID:8030	periocular meningioma	Disease
DOID:3672	rhabdoid cancer	Disease
84321	THOC3	Gene
DB01136	Carvedilol	Compound
7473	WNT3	Gene
388931	MFSD2B	Gene
C0035317	Retinal haemorrhage	SideEffect
668	FOXL2	Gene
23199	GSE1	Gene
CHEMBL124754	CHEMBL124754	Compound
9663	LPIN2	Gene
653464	SRGAP2C	Gene
C0235818	Bullous eruption	SideEffect
149986	LSM14B	Gene
64753	CCDC136	Gene
DOID:0110122	Axenfeld-Rieger syndrome type 3	Disease
GO:0010921	regulation of phosphatase activity	BiologicalProcess
GO:0071241	cellular response to inorganic substance	BiologicalProcess
